sys_id,u_categories_list,u_service_types
e305378e1b3d9410908033fccc4bcb87,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
69a129b2db7dd450f43750e4f3961987,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
68009b47dbb55850f43750e4f396190a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
59495b9fdbb59850f43750e4f3961914,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
342b7b531b79d810908033fccc4bcb73,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
1df2c0ab1b79d810908033fccc4bcb7a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8e8bfb581bc2dc10908033fccc4bcb2d,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d4df8e051b4e5050908033fccc4bcbfa,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
6d458a591bca9050908033fccc4bcb47,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c1cdfa911b02d050908033fccc4bcb01,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
413f9fe11b421450908033fccc4bcb6e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
81c9e3addb46d090f43750e4f3961901,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
cab687e61b0a9010908033fccc4bcb12,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
ca739f261b4a9010908033fccc4bcba6,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
747dfcba1bce9010908033fccc4bcbf4,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
0750bfb6db021410f43750e4f39619d9,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
06a19e87dbca1410f43750e4f39619ba,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
4a9b5913db4a5410f43750e4f3961952,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
4834a9dbdb4a5410f43750e4f39619ba,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
20b8ca1fdb0e5410f43750e4f3961911,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
3ea2cfb0db9ed810f43750e4f39619d7,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
6baecf74dbded810f43750e4f3961921,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
0c687fcddb525c10f43750e4f3961969,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8cccb70d1b521c10908033fccc4bcb2d,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
9af94915dbd65c10f43750e4f3961977,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
fc31592ddbd69c10f43750e4f3961942,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d63a51e5db1a9c10f43750e4f39619fc,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
a26d8e79dbdadc10f43750e4f3961982,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
78cc8cdadb165050f43750e4f396194c,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8d4a87471bd6d050908033fccc4bcbd2,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
7936bb5bdb529450f43750e4f3961901,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
7ac2d063db169450f43750e4f3961927,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
299d90afdb169450f43750e4f39619dc,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
9783e467db569450f43750e4f39619c0,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
6004e9a71b125450908033fccc4bcb1c,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2c7e6208dbee1850f43750e4f3961999,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
5ba1c78cdb225850f43750e4f39619ff,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
5794d391db629c50f43750e4f396193a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
13a98ce5db669c50f43750e4f39619da,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
5a549465dba69c50f43750e4f39619d5,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
6b0069391bea5c50908033fccc4bcbda,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
88ab0d02db6a1090f43750e4f3961940,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
6b8fc146db6a1090f43750e4f3961973,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
58e7d142dbaa1090f43750e4f3961939,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
54f2a94edbaa1090f43750e4f39619cc,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
dee8b2dedb629090f43750e4f396191f,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
3f53cb5edba29090f43750e4f39619b3,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
74c6786a1b2a1090908033fccc4bcb3e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
41d84514dbf65890f43750e4f396191d,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b2a8a1981bb2d490908033fccc4bcb6f,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
70ce4a941b76d490908033fccc4bcb9b,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
5e9262dc1bb6d490908033fccc4bcb80,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
59a732641bf61890908033fccc4bcb03,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8da75b341b3a5890908033fccc4bcbbc,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
bd0c48cd1bfa5890908033fccc4bcbbc,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
052164c51b7e5890908033fccc4bcbfa,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b677e4cd1b7e5890908033fccc4bcb1e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
41d7accd1b7e5890908033fccc4bcb60,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b179b8411bfe5890908033fccc4bcbe4,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
1d3657f5db7a101067de48370596193e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c6e067f1dbba101067de483705961956,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8c8984cedb3e101067de4837059619c1,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d2b1dc8adb7e101067de4837059619c5,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d7575c5edb3e501067de4837059619d9,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
782169a6db72d01067de483705961929,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d523656adb72d01067de48370596195a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c3a9122adb76d01067de48370596190e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
e7726e2adb7ad0108df5d8c7f4961931,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
19ff8b3adb3a141067de4837059619aa,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
baae613cdb0bd81067de483705961903,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
49d4cf85dbcf5c108df5d8c7f4961975,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
f7d200e5db07dc108df5d8c7f4961964,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
9e91282ddb87dc108df5d8c7f4961994,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
18448796db8f90508df5d8c7f49619df,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b6d6679edb03d0508df5d8c7f49619f5,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c7141c62db07d0508df5d8c7f4961946,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b0730533db4f18508df5d8c7f4961955,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c4791589db5f5c508df5d8c7f4961973,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
47831519db5f9c508df5d8c7f496197a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
ae4abd95db13dc508df5d8c7f4961990,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
e7d58615db53dc508df5d8c7f49619ac,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
d19bbbbadb93d0108df5d8c7f49619b2,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2406dc13db9fd01067de48370596191c,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8a2975a7db1f54108df5d8c7f49619be,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
bc91ea37dbdf94108df5d8c7f496191e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2ada2abfdbdf94108df5d8c7f49619b0,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
